MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Mapped reads R1,119707371,97.85
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Mapped reads R2,118655782,96.99
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Number of unique & mapped reads (excl. duplicate marked reads),224026538,91.56
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Unmapped reads,6306847,2.58
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Unmapped reads adjusted for filtered mapping,1950684,0.80
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Unmapped reads adjusted for excluded mapping,6306847,2.58
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Unmapped reads adjusted for filtered and excluded mapping,1950684,0.80
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Adjustment of reads matching non-reference decoys,4356163,1.78
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Adjustment of reads matching filter contigs,NA
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Filtered rRNA reads,NA
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Adjustment of reads matching exclude contigs,NA
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Mitochondrial reads excluded,NA
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Singleton reads (itself mapped; mate unmapped),1370381,0.56
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Paired reads (itself & mate mapped),236992772,96.86
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Properly paired reads,233593548,95.47
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Not properly paired reads (discordant),3399224,1.39
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Paired reads mapped to different chromosomes,3032640,1.28
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Paired reads mapped to different chromosomes (MAPQ>=10),2347733,0.99
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Reads mapping to multiple locations,13761866,5.62
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Reads with MAPQ [40:inf),218585589,89.34
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Reads with MAPQ [30:40),636716,0.26
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Reads with MAPQ [20:30),1855899,0.76
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Reads with MAPQ [10:20),2410753,0.99
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Reads with MAPQ [ 0:10),14874196,6.08
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Reads with MAPQ NA (Unmapped reads),6306847,2.58
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Reads with indel R1,3586560,3.00
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Reads with indel R2,3869713,3.26
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Reads with splice junction,NA
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Total bases,36140075211
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Total bases R1,18065103109
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Total bases R2,18074972102
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Mapped bases,35213388016
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Mapped bases R1,17683868322
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Mapped bases R2,17529519694
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Soft-clipped bases,279496724,0.79
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Soft-clipped bases R1,103346235,0.58
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Soft-clipped bases R2,176150489,1.00
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Hard-clipped bases,0,0.00
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Hard-clipped bases R1,0,0.00
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Hard-clipped bases R2,0,0.00
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Mismatched bases R1,60734533,0.34
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Mismatched bases R2,69317616,0.40
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Mismatched bases R1 (excl. indels),48018188,0.27
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Mismatched bases R2 (excl. indels),55635771,0.32
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Q30 bases,34392247477,95.16
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Q30 bases R1,17283249334,95.67
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Q30 bases R2,17108998143,94.66
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Q30 bases (excl. dups & clipped bases),32362316158
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Total alignments,239417977
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Secondary alignments,0
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Supplementary (chimeric) alignments,1054824
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Estimated read length,147.71
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Insert length: mean,291.72
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Insert length: median,282.00
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_6,Insert length: standard deviation,107.84
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_7,Total reads in RG,245941202,100.00
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_7,Number of duplicate marked reads,15970701,6.49
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_7,Number of duplicate marked and mate reads removed,NA
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_7,Number of unique reads (excl. duplicate marked reads),229970501,93.51
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_7,Reads with mate sequenced,245941202,100.00
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_7,Reads without mate sequenced,0,0.00
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_7,QC-failed reads,0,0.00
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_7,Mapped reads,239644204,97.44
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_7,Mapped reads adjusted for excluded mapping,239644204,97.44
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_7,Mapped reads adjusted for filtered mapping,244005083,99.21
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_7,Mapped reads adjusted for filtered and excluded mapping,244005083,99.21
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_7,Mapped reads R1,120355897,97.87
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_7,Mapped reads R2,119288307,97.01
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_7,Number of unique & mapped reads (excl. duplicate marked reads),223673503,90.95
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_7,Unmapped reads,6296998,2.56
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_7,Unmapped reads adjusted for filtered mapping,1936119,0.79
MAPPING/ALIGNING PER RG,HG002_23KCWCLT3_7,Unmapped reads adjusted for excluded mapping,6296998,2.56
